Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,META,MSFT,NVDA,TSLA,AAPL,AMD,AMZN,META,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02 00:00:00+00:00,16.705705642700195,2.5299999713897705,12.865500450134277,27.91594886779785,22.451807022094727,0.2935347557067871,2.357332944869995,19.608213424682617,2.5299999713897705,12.865500450134277,28.0,27.6200008392334,0.3179999887943268,2.357332944869995,19.821428298950195,2.569999933242798,12.904999732971191,28.18000030517578,27.729999542236328,0.31825000047683716,2.363332986831665,19.343929290771484,2.450000047683716,12.663000106811523,27.420000076293945,27.149999618530273,0.3127500116825104,2.313999891281128,19.779285430908203,2.549999952316284,12.803999900817871,27.440000534057617,27.25,0.3140000104904175,2.3333330154418945,560518000,27214800,65420000,69846400,52899300,478836000,17922000
2013-01-03 00:00:00+00:00,16.49483871459961,2.490000009536743,12.923999786376953,27.6866397857666,22.15104866027832,0.2937655448913574,2.318000078201294,19.360713958740234,2.490000009536743,12.923999786376953,27.770000457763672,27.25,0.31825000047683716,2.318000078201294,19.631071090698242,2.5899999141693115,13.043999671936035,28.469999313354492,27.649999618530273,0.3217499852180481,2.363332986831665,19.321428298950195,2.4600000381469727,12.818499565124512,27.59000015258789,27.15999984741211,0.31450000405311584,2.316667079925537,19.567142486572266,2.5199999809265137,12.863499641418457,27.8799991607666,27.6299991607666,0.3179999887943268,2.3453330993652344,352965200,24966900,55018000,63140600,48294400,298888000,11130000
2013-01-04 00:00:00+00:00,16.03537368774414,2.5899999141693115,12.957500457763672,28.67366600036621,21.736473083496094,0.30345773696899414,2.293333053588867,18.821428298950195,2.5899999141693115,12.957500457763672,28.760000228881836,26.739999771118164,0.32875001430511475,2.293333053588867,19.236785888671875,2.5899999141693115,12.989999771118164,28.93000030517578,27.34000015258789,0.3297500014305115,2.319999933242798,18.77964210510254,2.490000009536743,12.832500457763672,27.829999923706055,26.729999542236328,0.3177500069141388,2.2613329887390137,19.177499771118164,2.509999990463257,12.878999710083008,28.010000228881836,27.270000457763672,0.3187499940395355,2.319999933242798,594333600,22054200,37484000,72715400,52521100,524968000,10110000
2013-01-07 00:00:00+00:00,15.941056251525879,2.6700000762939453,13.42300033569336,29.33168601989746,21.695833206176758,0.2946886420249939,2.2893331050872803,18.71071434020996,2.6700000762939453,13.42300033569336,29.420000076293945,26.690000534057617,0.3192499876022339,2.2893331050872803,18.9035701751709,2.700000047683716,13.486499786376953,29.790000915527344,26.8799991607666,0.3294999897480011,2.319999933242798,18.399999618530273,2.5999999046325684,13.133500099182129,28.649999618530273,26.639999389648438,0.31700000166893005,2.259999990463257,18.64285659790039,2.609999895095825,13.148500442504883,28.690000534057617,26.770000457763672,0.32850000262260437,2.319999933242798,484156400,25575200,98200000,83781800,37110400,610732000,6630000
2013-01-08 00:00:00+00:00,15.983956336975098,2.6700000762939453,13.319000244140625,28.97276496887207,21.5820255279541,0.2882272005081177,2.245332956314087,18.761070251464844,2.6700000762939453,13.319000244140625,29.059999465942383,26.549999237060547,0.3122499883174896,2.245332956314087,18.996070861816406,2.759999990463257,13.449000358581543,29.600000381469727,26.790000915527344,0.32100000977516174,2.299999952316284,18.616071701049805,2.640000104904175,13.178500175476074,28.860000610351562,26.459999084472656,0.3100000023841858,2.2073330879211426,18.90035629272461,2.7200000286102295,13.353500366210938,29.510000228881836,26.75,0.3199999928474426,2.299999952316284,458707200,29140800,60214000,45871300,44703100,466424000,19260000
2013-01-09 00:00:00+00:00,15.734142303466797,2.630000114440918,13.317500114440918,30.4981746673584,21.703960418701172,0.28176572918891907,2.2426669597625732,18.467857360839844,2.630000114440918,13.317500114440918,30.59000015258789,26.700000762939453,0.30524998903274536,2.2426669597625732,18.750356674194336,2.7200000286102295,13.475000381469727,30.600000381469727,26.75,0.3162499964237213,2.2793331146240234,18.428213119506836,2.5999999046325684,13.270000457763672,29.489999771118164,26.559999465942383,0.3032500147819519,2.2266669273376465,18.66071319580078,2.700000047683716,13.408499717712402,29.670000076293945,26.719999313354492,0.31474998593330383,2.2673330307006836,407604400,16675100,45312000,104787700,49047900,695020000,10470000
2013-01-10 00:00:00+00:00,15.92918586730957,2.619999885559082,13.267000198364258,31.20604133605957,21.50887107849121,0.2822273075580597,2.23533296585083,18.696786880493164,2.619999885559082,13.267000198364258,31.299999237060547,26.459999084472656,0.3057500123977661,2.23533296585083,18.882856369018555,2.700000047683716,13.437000274658203,31.450000762939453,26.979999542236328,0.3095000088214874,2.2660000324249268,18.411428451538086,2.609999895095825,13.114999771118164,30.280000686645508,26.290000915527344,0.30399999022483826,2.2253329753875732,18.876785278320312,2.690000057220459,13.427000045776367,30.600000381469727,26.649999618530273,0.30799999833106995,2.257999897003174,601146000,19408800,57268000,95316400,71431300,506368000,13837500
2013-01-11 00:00:00+00:00,15.831514358520508,2.6700000762939453,13.397000312805176,31.62478256225586,21.80963897705078,0.28176572918891907,2.194000005722046,18.582143783569336,2.6700000762939453,13.397000312805176,31.719999313354492,26.829999923706055,0.30524998903274536,2.194000005722046,18.761428833007812,2.680000066757202,13.421500205993652,31.959999084472656,26.93000030517578,0.3072499930858612,2.2693328857421875,18.536428451538086,2.549999952316284,13.205499649047852,31.100000381469727,26.280000686645508,0.3022499978542328,2.140666961669922,18.60714340209961,2.630000114440918,13.255000114440918,31.280000686645508,26.489999771118164,0.3070000112056732,2.2693328857421875,350506800,20032100,48266000,89598000,55512100,513172000,23448000
2013-01-14 00:00:00+00:00,15.267083168029785,2.640000104904175,13.636500358581543,30.857093811035156,21.858407974243164,0.28153499960899353,2.2173330783843994,17.91964340209961,2.640000104904175,13.636500358581543,30.950000762939453,26.889999389648438,0.3050000071525574,2.2173330783843994,18.125,2.700000047683716,13.713000297546387,32.209999084472656,27.079999923706055,0.3072499930858612,2.2253329753875732,17.80392837524414,2.619999885559082,13.376999855041504,30.6200008392334,26.760000228881836,0.30149999260902405,2.190000057220459,17.952856063842773,2.680000066757202,13.399999618530273,32.08000183105469,26.899999618530273,0.3072499930858612,2.2053329944610596,734207600,17300300,85500000,98892800,48324400,305684000,13876500
